Entry	Entry name	Status	Protein names	Gene names	Organism	Gene ontology (biological process)	Cross-reference (STRING)
Q8YGB9	PUR5_BRUME	reviewed	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM BMEI1240	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' IMP biosynthetic process [GO:0006189]	224914.BAWG_0971;
P67539	PUR9_BRUME	reviewed	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH BMEI0233	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' IMP biosynthetic process [GO:0006189]	224914.BAWG_2908;
Q9AEQ5	PTH_BRUAB	reviewed	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth BruAb1_1525	Brucella abortus biovar 1 (strain 9-941)	translation [GO:0006412]	
P65863	PTH_BRUME	reviewed	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth BMEI0480	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2456;
P65722	PHS_BRUME	reviewed	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	phhB BMEI1864	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	tetrahydrobiopterin biosynthetic process [GO:0006729]	224914.BAWG_0375;
Q8YGN6	PUR7_BRUME	reviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC BMEI1122	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]	224914.BAWG_1087;
Q8YC64	PLSY_BRUME	reviewed	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.n3) (Lysophosphatidic acid synthase) (LPA synthase)	plsY BMEII0668	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phospholipid biosynthetic process [GO:0008654]	224914.BAWG_1908;
Q8YBL8	PHK_BRUME	reviewed	Probable phosphoketolase (EC 4.1.2.-)	BMEII0881	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate metabolic process [GO:0005975]	224914.BAWG_1704;
Q8YFK1	PUR2_BRUME	reviewed	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD BMEI1519	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]	224914.BAWG_0706;
Q8YGH8	PLSX_BRUME	reviewed	Phosphate acyltransferase (EC 2.3.1.n2) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX BMEI1181	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]	224914.BAWG_1028;
Q8YHL5	RL17_BRUME	reviewed	50S ribosomal protein L17	rplQ BMEI0782	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2754;
Q8YHN8	RL23_BRUME	reviewed	50S ribosomal protein L23	rplW BMEI0759	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2731;
Q8YJ84	RL27_BRUME	reviewed	50S ribosomal protein L27	rpmA BMEI0202	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2875;
P66140	RL28_BRUME	reviewed	50S ribosomal protein L28	rpmB BMEI0056	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_0139;
P66164	RL29_BRUME	reviewed	50S ribosomal protein L29	rpmC BMEI0765	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2737;
Q8YHM1	RL15_BRUME	reviewed	50S ribosomal protein L15	rplO BMEI0776	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2748;
Q8YEV2	RNPH_BRUME	reviewed	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph BMEI1775	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	224914.BAWG_0461;
Q8YHQ0	RL1_BRUME	reviewed	50S ribosomal protein L1	rplA BMEI0746	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of translation [GO:0006417]; translation [GO:0006412]	224914.BAWG_2719;
P66101	RL20_BRUME	reviewed	50S ribosomal protein L20	rplT BMEI2007	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	224914.BAWG_0240;
Q8YJ85	RL21_BRUME	reviewed	50S ribosomal protein L21	rplU BMEI0201	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2874;
Q8YHN5	RL22_BRUME	reviewed	50S ribosomal protein L22	rplV BMEI0762	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2734;
Q8YHM9	RL24_BRUME	reviewed	50S ribosomal protein L24	rplX BMEI0768	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2740;
Q8YIG3	RL25_BRUME	reviewed	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc BMEI0481	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2457;
Q8YHN7	RL2_BRUME	reviewed	50S ribosomal protein L2	rplB BMEI0760	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2732;
Q8YH30	RPIA_BRUME	reviewed	Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)	rpiA BMEI0974	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	pentose-phosphate shunt, non-oxidative branch [GO:0009052]	224914.BAWG_1230;
Q8YHN9	RL4_BRUME	reviewed	50S ribosomal protein L4	rplD BMEI0758	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2730;
P66286	RL36_BRUME	reviewed	50S ribosomal protein L36	rpmJ BMEI0294	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2969;
P66242	RL34_BRUME	reviewed	50S ribosomal protein L34	rpmH BMEI0276	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2281;
P94340	RRF_BRUME	reviewed	Ribosome-recycling factor (RRF) (CP24) (Ribosome-releasing factor)	frr cp24 BMEI0826	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translational termination [GO:0006415]	224914.BAWG_2800;
P67516	RLMH_BRUME	reviewed	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH BMEI0211	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2884;
Q8YCD5	RLME_BRUME	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE ftsJ rrmJ BMEII0597	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1977;
Q8YHP7	RPOC_BRUME	reviewed	DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta')	rpoC BMEI0750	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_2723;
P0A468	RL7_BRUME	reviewed	50S ribosomal protein L7/L12	rplL BMEI0748	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2721;
P66453	RS18_BRUME	reviewed	30S ribosomal protein S18	rpsR BMEI1481	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_0744;
Q8YHL6	RPOA_BRUME	reviewed	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA BMEI0781	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_2753;
P66183	RL31_BRUME	reviewed	50S ribosomal protein L31	rpmE BMEI0322	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2997;
Q8YHM8	RL5_BRUME	reviewed	50S ribosomal protein L5	rplE BMEI0769	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2741;
Q8YFN7	RL9_BRUME	reviewed	50S ribosomal protein L9	rplI BMEI1483	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_0742;
P66205	RL32_BRUME	reviewed	50S ribosomal protein L32	rpmF BMEI0272	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2946;
P66215	RL33_BRUME	reviewed	50S ribosomal protein L33	rpmG BMEII0661	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_1916;
Q8YHP0	RL3_BRUME	reviewed	50S ribosomal protein L3	rplC BMEI0757	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2729;
Q8YJ71	RPPH_BRUME	reviewed	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	rppH nudH BMEI0215	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2888;
Q8YEB6	RS15_BRUME	reviewed	30S ribosomal protein S15	rpsO BMEI1962	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_0283;
P67212	RIMP_BRUME	reviewed	Ribosome maturation factor RimP	rimP BMEI1968	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	ribosomal small subunit biogenesis [GO:0042274]	224914.BAWG_0277;
Q8YC29	RIMO_BRUME	reviewed	Ribosomal protein S12 methylthiotransferase RimO (S12 MTTase) (S12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO BMEII0703	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid [GO:0018339]; tRNA modification [GO:0006400]	224914.BAWG_1872;
Q8YEB4	RBFA_BRUME	reviewed	Ribosome-binding factor A	rbfA BMEI1964	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	maturation of SSU-rRNA [GO:0030490]	224914.BAWG_0281;
Q8YCP2	NIKR_BRUME	reviewed	Nickel-responsive regulator	nikR BMEII0486	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	response to nickel cation [GO:0010045]	224914.BAWG_2085;
Q8YGA4	NDK_BRUME	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk BMEI1256	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	224914.BAWG_0954;
Q8YFC9	PANC_BRUME	reviewed	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC BMEI1593	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	pantothenate biosynthetic process [GO:0015940]	224914.BAWG_0631;
Q8YEP2	PNCB_BRUME	reviewed	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	pncB BMEI1836	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	NAD biosynthetic process [GO:0009435]; nicotinate nucleotide biosynthetic process [GO:0019357]	224914.BAWG_0405;
Q8YHJ4	QUEF_BRUME	reviewed	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF BMEI0804	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	queuosine biosynthetic process [GO:0008616]	224914.BAWG_2778;
Q8YJ95	RF1_BRUME	reviewed	Peptide chain release factor 1 (RF-1)	prfA BMEI0191	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0006;
Q8YED7	RECF_BRUME	reviewed	DNA replication and repair protein RecF	recF BMEI1941	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	224914.BAWG_0302;
Q8YG76	RECO_BRUME	reviewed	DNA repair protein RecO (Recombination protein O)	recO BMEI1285	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	224914.BAWG_0928;
Q8YHM5	RL6_BRUME	reviewed	50S ribosomal protein L6	rplF BMEI0772	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2744;
P66381	RS13_BRUME	reviewed	30S ribosomal protein S13	rpsM BMEI0779	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2751;
P66399	RS14_BRUME	reviewed	30S ribosomal protein S14	rpsN BMEI0770	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2742;
P66433	RS16_BRUME	reviewed	30S ribosomal protein S16	rpsP BMEI0227	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2901;
P66350	RS11_BRUME	reviewed	30S ribosomal protein S11	rpsK BMEI0780	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2752;
Q8YHN1	RS17_BRUME	reviewed	30S ribosomal protein S17	rpsQ BMEI0766	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2738;
Q8YG64	RPOZ_BRUME	reviewed	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	rpoZ BMEI1297	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_0916;
Q8YHH6	RS2_BRUME	reviewed	30S ribosomal protein S2	rpsB BMEI0823	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	translation [GO:0006412]	224914.BAWG_2797;
P0A3T2	BCSP_BRUME	reviewed	31 kDa immunogenic protein	bcsP31 BMEI0796	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2768;
Q8YFY2	BETA_BRUME	reviewed	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	betA BMEI1380	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycine betaine biosynthetic process from choline [GO:0019285]	224914.BAWG_0831;
Q8YFY0	BETB_BRUME	reviewed	NAD/NADP-dependent betaine aldehyde dehydrogenase (BADH) (EC 1.2.1.8)	betB BMEI1382	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycine betaine biosynthetic process from choline [GO:0019285]	224914.BAWG_0830;
Q8YFY3	BETI_BRUME	reviewed	HTH-type transcriptional regulator BetI	betI BMEI1379	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	glycine betaine biosynthetic process from choline [GO:0019285]; negative regulation of transcription, DNA-templated [GO:0045892]	224914.BAWG_0832;
Q8YHH2	CDSA_BRUME	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA BMEI0828	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	CDP-diacylglycerol biosynthetic process [GO:0016024]	224914.BAWG_2802;
P63660	ATPE_BRUME	reviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC BMEI0252	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	ATP synthesis coupled proton transport [GO:0015986]	224914.BAWG_2927;
P0A342	CH10_BRUME	reviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES BMEII1047	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	protein folding [GO:0006457]	224914.BAWG_1555;
Q8YJ38	ATPD_BRUME	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH BMEI0248	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	ATP synthesis coupled proton transport [GO:0015986]	224914.BAWG_2923;
Q8YJ36	ATPG_BRUME	reviewed	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG BMEI0250	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	plasma membrane ATP synthesis coupled proton transport [GO:0042777]	224914.BAWG_2925;
Q8YCA5	ADEC_BRUME	reviewed	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	ade BMEII0627	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	adenine catabolic process [GO:0006146]	224914.BAWG_1950;
P63450	ACPXL_BRUME	reviewed	Acyl carrier protein AcpXL	acpXL BMEI1111	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	fatty acid biosynthetic process [GO:0006633]; Kdo2-lipid A biosynthetic process [GO:0036104]; lipid A biosynthetic process [GO:0009245]	224914.BAWG_1098;
P63437	ACP_BRUME	reviewed	Acyl carrier protein AcpP (ACP)	acpP BMEI1475	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0748;
Q8YE58	ACCD_BRUME	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD BMEI2020	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	224914.BAWG_0227;
Q8YIC2	CARB_BRUME	reviewed	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB BMEI0522	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]	224914.BAWG_2501;
Q8YGV9	ANMK_BRUME	reviewed	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK BMEI1046	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar metabolic process [GO:0006040]; carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]	224914.BAWG_1163;
Q8YIB8	CARA_BRUME	reviewed	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA BMEI0526	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	224914.BAWG_2505;
P0A2X9	ARGI_BRUME	reviewed	Arginase (EC 3.5.3.1)	arcB BMEII0396	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	arginine metabolic process [GO:0006525]; urea cycle [GO:0000050]	224914.BAWG_2167;
Q8YJF9	ARGJ_BRUME	reviewed	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ BMEI0124	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	arginine biosynthetic process [GO:0006526]	224914.BAWG_0071;
Q8YEG1	AROA_BRUME	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA BMEI1917	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	224914.BAWG_0322;
P63542	APT_BRUME	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt BMEI0476	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166]	224914.BAWG_2452;
Q8YDA5	ARGB_BRUME	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB BMEII0273	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	arginine biosynthetic process via ornithine [GO:0042450]	224914.BAWG_2285;
Q8YHU3	CBID_BRUME	reviewed	Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)	cbiD BMEI0703	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cobalamin biosynthetic process [GO:0009236]; corrin biosynthetic process [GO:0046140]	224914.BAWG_2676;
